Ensembl.Protein.ID	Cow.Ensembl.Protein.or.Transcript.ID	Chicken.Ensembl.Protein.or.Transcript.ID	Gorilla.Ensembl.Protein.or.Transcript.ID	Human.Ensembl.Protein.or.Transcript.ID	Macaque.Ensembl.Protein.or.Transcript.ID	Mouse.Ensembl.Protein.or.Transcript.ID	Rat.Ensembl.Protein.or.Transcript.ID	Xenopus.Ensembl.Protein.or.Transcript.ID
ENSPTRP00000048366	ENSBTAP00000054495	ENSGALP00000021475	ENSGGOP00000026696	ENSP00000264932	ENSMMUP00000048667	ENSMUSP00000022062	ENSRNOP00000018336	ENSXETP00000026401
ENSPTRP00000048181			ENSGGOP00000004115					
ENSPTRP00000048365	ENSBTAP00000055204	ENSGALP00000021816		ENSP00000264933		ENSMUSP00000022060	ENSRNOP00000019735	ENSXETP00000056676
ENSPTRP00000057035	ENSBTAP00000003210	ENSGALP00000006711	ENSGGOP00000028763	ENSP00000385334	ENSMMUP00000015306	ENSMUSP00000031534	ENSRNOP00000001709	ENSXETP00000049736
ENSPTRP00000028608	ENSBTAP00000011353	ENSGALP00000021811	ENSGGOP00000013372	ENSP00000425587	ENSMMUP00000005046	ENSMUSP00000039416	ENSRNOP00000072705	ENSXETP00000059338
ENSPTRP00000059025	ENSBTAP00000008929	ENSGALP00000041847		ENSP00000380467		ENSMUSP00000041220	ENSRNOP00000063762	ENSXETP00000059490
ENSPTRP00000032191			ENSGGOP00000011654					
ENSPTRP00000032192	ENSBTAP00000003214	ENSGALP00000006732	ENSGGOP00000025513	ENSP00000242257	ENSMMUP00000022396	ENSMUSP00000031536	ENSRNOP00000050915	ENSXETP00000027468
ENSPTRP00000032197	ENSBTAP00000003218	ENSGALP00000040172	ENSGGOP00000011673	ENSP00000380241	ENSMMUP00000035540	ENSMUSP00000059983	ENSRNOP00000001700	ENSXETP00000000617
ENSPTRP00000039166	ENSBTAP00000003367		ENSGGOP00000022826	ENSP00000379026	ENSMMUP00000035177	ENSMUSP00000135870	ENSRNOP00000069928	ENSXETP00000059947
ENSPTRP00000028611	ENSBTAP00000006073	ENSGALP00000045515	ENSGGOP00000018055	ENSP00000264938	ENSMMUP00000005050	ENSMUSP00000038142	ENSRNOP00000020711	ENSXETP00000050086
ENSPTRP00000032199	ENSBTAP00000018213	ENSGALP00000006757	ENSGGOP00000011689	ENSP00000222990	ENSMMUP00000050485	ENSMUSP00000031539	ENSRNOP00000001696	
ENSPTRP00000057084				ENSP00000463188		ENSMUSP00000055542	ENSRNOP00000063404	ENSXETP00000020280
ENSPTRP00000014998				ENSP00000463188		ENSMUSP00000055542	ENSRNOP00000063404	ENSXETP00000020280
ENSPTRP00000059768			ENSGGOP00000024828					
ENSPTRP00000050928	ENSBTAP00000001247		ENSGGOP00000024039	ENSP00000461413	ENSMMUP00000003150	ENSMUSP00000055517	ENSRNOP00000073515	ENSXETP00000058353
ENSPTRP00000028616	ENSBTAP00000015158		ENSGGOP00000010362	ENSP00000264935	ENSMMUP00000005053	ENSMUSP00000037788	ENSRNOP00000020780	
ENSPTRP00000032202	ENSBTAP00000009832	ENSGALP00000057197	ENSGGOP00000015898	ENSP00000354125	ENSMMUP00000020372	ENSMUSP00000098076	ENSRNOP00000057188	ENSXETP00000062823
ENSPTRP00000042037	ENSBTAP00000054983	ENSGALP00000047744	ENSGGOP00000000341	ENSP00000353785		ENSMUSP00000022057	ENSRNOP00000072201	
ENSPTRP00000048362			ENSGGOP00000027334					
ENSPTRP00000028622	ENSBTAP00000045731	ENSGALP00000045646	ENSGGOP00000008132	ENSP00000166345	ENSMMUP00000019351	ENSMUSP00000022053	ENSRNOP00000070709	ENSXETP00000028696
ENSPTRP00000050927				ENSP00000339973	ENSMMUP00000035131			
ENSPTRP00000034629								
ENSPTRP00000061208								
ENSPTRP00000028625	ENSBTAP00000045759		ENSGGOP00000004392	ENSP00000296849	ENSMMUP00000045647	ENSMUSP00000022051	ENSRNOP00000021898	
ENSPTRP00000032204	ENSBTAP00000027841	ENSGALP00000006789	ENSGGOP00000015427	ENSP00000258711	ENSMMUP00000008533	ENSMUSP00000041663	ENSRNOP00000063932	ENSXETP00000044472
ENSPTRP00000028630	ENSBTAP00000038997	ENSGALP00000049513	ENSGGOP00000023698	ENSP00000264930	ENSMMUP00000025549	ENSMUSP00000017900	ENSRNOP00000074714	
ENSPTRP00000032208	ENSBTAP00000052963	ENSGALP00000045107	ENSGGOP00000003578	ENSP00000222725	ENSMMUP00000021146	ENSMUSP00000031555	ENSRNOP00000001682	ENSXETP00000047056
ENSPTRP00000048360	ENSBTAP00000055648	ENSGALP00000021498	ENSGGOP00000018677	ENSP00000305302	ENSMMUP00000014342	ENSMUSP00000022048	ENSRNOP00000028917	ENSXETP00000034070
ENSPTRP00000032210	ENSBTAP00000019280	ENSGALP00000006927	ENSGGOP00000008732	ENSP00000339637	ENSMMUP00000005464	ENSMUSP00000098074	ENSRNOP00000059762	ENSXETP00000047021
ENSPTRP00000045708	ENSBTAP00000016676	ENSGALP00000021494		ENSP00000323549	ENSMMUP00000014346	ENSMUSP00000022105	ENSRNOP00000022346	
ENSPTRP00000032212	ENSBTAP00000019288	ENSGALP00000006891	ENSGGOP00000020212	ENSP00000480715	ENSMMUP00000035531	ENSMUSP00000045913	ENSRNOP00000040350	ENSXETP00000047043
ENSPTRP00000028637	ENSBTAP00000016685	ENSGALP00000021506	ENSGGOP00000020019	ENSP00000309572	ENSMMUP00000014349	ENSMUSP00000022104	ENSRNOP00000022683	ENSXETP00000034113
ENSPTRP00000044696	ENSBTAP00000035185	ENSGALP00000044378	ENSGGOP00000025955	ENSP00000331831	ENSMMUP00000009747	ENSMUSP00000033828	ENSRNOP00000024677	ENSXETP00000030265
ENSPTRP00000018794	ENSBTAP00000027224	ENSGALP00000048668	ENSGGOP00000001816	ENSP00000221265	ENSMMUP00000007338	ENSMUSP00000003529	ENSRNOP00000026778	ENSXETP00000006351
ENSPTRP00000046382	ENSBTAP00000001754	ENSGALP00000021513	ENSGGOP00000023436	ENSP00000313854	ENSMMUP00000006874	ENSMUSP00000022102	ENSRNOP00000023211	ENSXETP00000034127
ENSPTRP00000032216	ENSBTAP00000007792	ENSGALP00000006852		ENSP00000258796	ENSMMUP00000035532	ENSMUSP00000037447	ENSRNOP00000071604	ENSXETP00000047048
ENSPTRP00000028657	ENSBTAP00000021061		ENSGGOP00000024232	ENSP00000270349	ENSMMUP00000006879	ENSMUSP00000022100	ENSRNOP00000070728	ENSXETP00000003615
ENSPTRP00000028663	ENSBTAP00000001250	ENSGALP00000021516	ENSGGOP00000015264	ENSP00000283415	ENSMMUP00000044958	ENSMUSP00000022099	ENSRNOP00000024111	ENSXETP00000003617
ENSPTRP00000032218	ENSBTAP00000036942	ENSGALP00000049385	ENSGGOP00000002848	ENSP00000308149		ENSMUSP00000113911	ENSRNOP00000037159	
ENSPTRP00000032219	ENSBTAP00000023757	ENSGALP00000006958	ENSGGOP00000009263	ENSP00000275364	ENSMMUP00000008513	ENSMUSP00000000153	ENSRNOP00000001654	
ENSPTRP00000028666	ENSBTAP00000054672		ENSGGOP00000016540	ENSP00000423399	ENSMMUP00000005927	ENSMUSP00000022098	ENSRNOP00000067146	
ENSPTRP00000028668	ENSBTAP00000047840	ENSGALP00000021519	ENSGGOP00000016543	ENSP00000274137	ENSMMUP00000005926	ENSMUSP00000022097	ENSRNOP00000036045	ENSXETP00000019508
ENSPTRP00000054919	ENSBTAP00000047840	ENSGALP00000021519	ENSGGOP00000016543	ENSP00000274137	ENSMMUP00000005926	ENSMUSP00000022097	ENSRNOP00000036045	ENSXETP00000019508
ENSPTRP00000032220	ENSBTAP00000036945		ENSGGOP00000000974	ENSP00000380150	ENSMMUP00000028510	ENSMUSP00000082941		
ENSPTRP00000060108	ENSBTAP00000021145	ENSGALP00000036193		ENSP00000482393	ENSMMUP00000055053	ENSMUSP00000022095	ENSRNOP00000016975	ENSXETP00000019512
ENSPTRP00000028671	ENSBTAP00000056023	ENSGALP00000021521	ENSGGOP00000015327	ENSP00000372056	ENSMMUP00000007649	ENSMUSP00000073976	ENSRNOP00000017019	ENSXETP00000027698
ENSPTRP00000048359			ENSGGOP00000015322	ENSP00000334267	ENSMMUP00000060852			
ENSPTRP00000028672	ENSBTAP00000001070	ENSGALP00000055830	ENSGGOP00000017927	ENSP00000305244	ENSMMUP00000003509	ENSMUSP00000076562	ENSRNOP00000040590	ENSXETP00000061991
ENSPTRP00000028673	ENSBTAP00000024569		ENSGGOP00000014510	ENSP00000274181	ENSMMUP00000025240	ENSMUSP00000079041	ENSRNOP00000022790	ENSXETP00000041290
ENSPTRP00000003755	ENSBTAP00000003422		ENSGGOP00000008873	ENSP00000355428	ENSMMUP00000056448	ENSMUSP00000112077	ENSRNOP00000074044	ENSXETP00000043899
ENSPTRP00000061077	ENSBTAP00000003422		ENSGGOP00000008873	ENSP00000355428	ENSMMUP00000056448	ENSMUSP00000112077	ENSRNOP00000074044	ENSXETP00000043899
ENSPTRP00000032225	ENSBTAP00000005275	ENSGALP00000007030	ENSGGOP00000012616	ENSP00000385899	ENSMMUP00000025926	ENSMUSP00000082928		
ENSPTRP00000046255	ENSBTAP00000025710	ENSGALP00000007086	ENSGGOP00000002647	ENSP00000328720	ENSMMUP00000014713	ENSMUSP00000072616	ENSRNOP00000001466	
ENSPTRP00000003760	ENSBTAP00000050696	ENSGALP00000047008	ENSGGOP00000008888	ENSP00000391200	ENSMMUP00000000850	ENSMUSP00000126674	ENSRNOP00000072224	
ENSPTRP00000056847	ENSBTAP00000016176	ENSGALP00000045978		ENSP00000297562	ENSMMUP00000014717	ENSMUSP00000041863	ENSRNOP00000001469	ENSXETP00000031498
ENSPTRP00000003764	ENSBTAP00000026396		ENSGGOP00000017665	ENSP00000331643	ENSMMUP00000053207			ENSXETP00000027697
ENSPTRP00000028674	ENSBTAP00000024626		ENSGGOP00000020347	ENSP00000296564	ENSMMUP00000034993	ENSMUSP00000036482	ENSRNOP00000058589	
ENSPTRP00000056372	ENSBTAP00000025331	ENSGALP00000055067	ENSGGOP00000002655	ENSP00000382492	ENSMMUP00000035525	ENSMUSP00000082910	ENSRNOP00000033795	
ENSPTRP00000028675	ENSBTAP00000010690	ENSGALP00000040937	ENSGGOP00000003032	ENSP00000255764	ENSMMUP00000045578	ENSMUSP00000022089	ENSRNOP00000023161	ENSXETP00000055685
ENSPTRP00000057183		ENSGALP00000044016	ENSGGOP00000017992	ENSP00000382713	ENSMMUP00000059633	ENSMUSP00000070906	ENSRNOP00000044214	ENSXETP00000003622
ENSPTRP00000045721	ENSBTAP00000020559	ENSGALP00000021294	ENSGGOP00000016182	ENSP00000264670	ENSMMUP00000017318	ENSMUSP00000105321	ENSRNOP00000023641	ENSXETP00000059424
ENSPTRP00000053827	ENSBTAP00000056050	ENSGALP00000050431	ENSGGOP00000002946	ENSP00000383232	ENSMMUP00000003059	ENSMUSP00000006508	ENSRNOP00000065923	ENSXETP00000009243
ENSPTRP00000032240	ENSBTAP00000036950	ENSGALP00000007203	ENSGGOP00000026657	ENSP00000384690	ENSMMUP00000043463	ENSMUSP00000039357	ENSRNOP00000057341	
ENSPTRP00000028677	ENSBTAP00000020570	ENSGALP00000021293	ENSGGOP00000016188	ENSP00000274192	ENSMMUP00000017322	ENSMUSP00000089097	ENSRNOP00000023659	ENSXETP00000003619
ENSPTRP00000028678	ENSBTAP00000004384	ENSGALP00000021290	ENSGGOP00000013528	ENSP00000488642	ENSMMUP00000017325	ENSMUSP00000040757	ENSRNOP00000023712	
ENSPTRP00000059750	ENSBTAP00000013588		ENSGGOP00000020762	ENSP00000380120	ENSMMUP00000051352	ENSMUSP00000128731	ENSRNOP00000001455	ENSXETP00000052301
ENSPTRP00000032248	ENSBTAP00000016002	ENSGALP00000007240	ENSGGOP00000023237	ENSP00000288828	ENSMMUP00000009240	ENSMUSP00000045201	ENSRNOP00000001476	
ENSPTRP00000056179		ENSGALP00000043332	ENSGGOP00000010923	ENSP00000382708	ENSMMUP00000024670	ENSMUSP00000022007	ENSRNOP00000064743	
ENSPTRP00000028688	ENSBTAP00000043394	ENSGALP00000054359	ENSGGOP00000015600	ENSP00000264669	ENSMMUP00000024674	ENSMUSP00000061737	ENSRNOP00000029498	ENSXETP00000015438
ENSPTRP00000028690	ENSBTAP00000012372	ENSGALP00000054731	ENSGGOP00000000944	ENSP00000264668	ENSMMUP00000052180	ENSMUSP00000039810	ENSRNOP00000024041	ENSXETP00000004762
ENSPTRP00000028594	ENSBTAP00000009325	ENSGALP00000022075	ENSGGOP00000021538	ENSP00000226798	ENSMMUP00000016470	ENSMUSP00000033999	ENSRNOP00000013078	ENSXETP00000027264
ENSPTRP00000028691	ENSBTAP00000006610	ENSGALP00000040898	ENSGGOP00000011151	ENSP00000371936	ENSMMUP00000026545	ENSMUSP00000069024	ENSRNOP00000074231	
ENSPTRP00000061203	ENSBTAP00000020597	ENSGALP00000023987	ENSGGOP00000026930	ENSP00000357480		ENSMUSP00000023830	ENSRNOP00000000467	ENSXETP00000060290
ENSPTRP00000060244			ENSGGOP00000021473		ENSMMUP00000033258			
ENSPTRP00000061338			ENSGGOP00000021473		ENSMMUP00000033258			
ENSPTRP00000028694	ENSBTAP00000023772	ENSGALP00000053645	ENSGGOP00000013764	ENSP00000422338	ENSMMUP00000057575	ENSMUSP00000039094	ENSRNOP00000041476	ENSXETP00000050068
ENSPTRP00000034141	ENSBTAP00000055045			ENSP00000381613	ENSMMUP00000043519			
ENSPTRP00000053302	ENSBTAP00000043638	ENSGALP00000010542	ENSGGOP00000026645	ENSP00000461830	ENSMMUP00000042648	ENSMUSP00000023357	ENSRNOP00000070710	
ENSPTRP00000060024								
ENSPTRP00000048164	ENSBTAP00000010219	ENSGALP00000017075	ENSGGOP00000011573	ENSP00000380081	ENSMMUP00000010768	ENSMUSP00000059896	ENSRNOP00000001477	
ENSPTRP00000034146	ENSBTAP00000009259	ENSGALP00000026340	ENSGGOP00000013827	ENSP00000372274	ENSMMUP00000014535	ENSMUSP00000039544	ENSRNOP00000061613	ENSXETP00000036572
ENSPTRP00000028695	ENSBTAP00000023778	ENSGALP00000021255	ENSGGOP00000027106	ENSP00000280326	ENSMMUP00000044352	ENSMUSP00000022842	ENSRNOP00000015886	ENSXETP00000030555
ENSPTRP00000032853	ENSBTAP00000028865	ENSGALP00000045821	ENSGGOP00000011607	ENSP00000395538	ENSMMUP00000010773	ENSMUSP00000114769	ENSRNOP00000034125	ENSXETP00000016349
ENSPTRP00000034149	ENSBTAP00000053800	ENSGALP00000026336	ENSGGOP00000024850	ENSP00000430325	ENSMMUP00000048740	ENSMUSP00000058371	ENSRNOP00000069082	ENSXETP00000058463
ENSPTRP00000032257	ENSBTAP00000043924	ENSGALP00000007325	ENSGGOP00000013694	ENSP00000371805	ENSMMUP00000006691	ENSMUSP00000041700	ENSRNOP00000001479	ENSXETP00000016347
ENSPTRP00000058292	ENSBTAP00000036739	ENSGALP00000015657	ENSGGOP00000001117	ENSP00000349960	ENSMMUP00000014596	ENSMUSP00000098066	ENSRNOP00000072672	ENSXETP00000003955
ENSPTRP00000039339	ENSBTAP00000036739	ENSGALP00000015657	ENSGGOP00000001117	ENSP00000349960	ENSMMUP00000014596	ENSMUSP00000098066	ENSRNOP00000072672	ENSXETP00000003955
ENSPTRP00000046618	ENSBTAP00000022730	ENSGALP00000044577	ENSGGOP00000011493	ENSP00000262109	ENSMMUP00000032242	ENSMUSP00000106436	ENSRNOP00000061175	ENSXETP00000058665
ENSPTRP00000042538		ENSGALP00000056135	ENSGGOP00000017029	ENSP00000484215	ENSMMUP00000049744	ENSMUSP00000123078	ENSRNOP00000054654	ENSXETP00000025357
ENSPTRP00000034154	ENSBTAP00000011319	ENSGALP00000045958	ENSGGOP00000020963	ENSP00000328182	ENSMMUP00000046564	ENSMUSP00000027554	ENSRNOP00000016756	
ENSPTRP00000034156	ENSBTAP00000011327	ENSGALP00000026323	ENSGGOP00000024954	ENSP00000431012	ENSMMUP00000053492	ENSMUSP00000081225	ENSRNOP00000064046	ENSXETP00000025378
ENSPTRP00000028696	ENSBTAP00000014308	ENSGALP00000021246	ENSGGOP00000013786	ENSP00000296658	ENSMMUP00000026477	ENSMUSP00000070314	ENSRNOP00000015448	ENSXETP00000054521
ENSPTRP00000028697	ENSBTAP00000036510	ENSGALP00000055914	ENSGGOP00000004833	ENSP00000274140	ENSMMUP00000012767	ENSMUSP00000087694	ENSRNOP00000028561	ENSXETP00000007680
ENSPTRP00000053250	ENSBTAP00000024334	ENSGALP00000036161	ENSGGOP00000017129	ENSP00000321544	ENSMMUP00000042567	ENSMUSP00000068321	ENSRNOP00000016420	ENSXETP00000052939
ENSPTRP00000034166	ENSBTAP00000012351	ENSGALP00000026310	ENSGGOP00000025707	ENSP00000262113	ENSMMUP00000044805	ENSMUSP00000033842	ENSRNOP00000015908	ENSXETP00000016808
ENSPTRP00000039223	ENSBTAP00000023952		ENSGGOP00000014659	ENSP00000454229	ENSMMUP00000000945	ENSMUSP00000081636	ENSRNOP00000025898	ENSXETP00000063976
ENSPTRP00000022886	ENSBTAP00000056522	ENSGALP00000022075	ENSGGOP00000017583	ENSP00000479921				ENSXETP00000027264
ENSPTRP00000028698	ENSBTAP00000036517	ENSGALP00000021208	ENSGGOP00000004835	ENSP00000421405		ENSMUSP00000106038	ENSRNOP00000060032	ENSXETP00000007679
ENSPTRP00000034173	ENSBTAP00000012850	ENSGALP00000049414	ENSGGOP00000000360	ENSP00000430733	ENSMMUP00000032238	ENSMUSP00000080751	ENSRNOP00000054705	ENSXETP00000016821
ENSPTRP00000060720								
ENSPTRP00000028700	ENSBTAP00000015064	ENSGALP00000056316	ENSGGOP00000002489	ENSP00000296657	ENSMMUP00000034953	ENSMUSP00000118984	ENSRNOP00000056322	ENSXETP00000048024
ENSPTRP00000060484			ENSGGOP00000012176	ENSP00000394163	ENSMMUP00000001503			
ENSPTRP00000028705	ENSBTAP00000053204	ENSGALP00000023368	ENSGGOP00000020171	ENSP00000307134	ENSMMUP00000030835	ENSMUSP00000080427	ENSRNOP00000045121	ENSXETP00000058473
ENSPTRP00000034175	ENSBTAP00000031555	ENSGALP00000056746	ENSGGOP00000017784	ENSP00000342924	ENSMMUP00000013258	ENSMUSP00000037000	ENSRNOP00000046380	ENSXETP00000034823
ENSPTRP00000034180	ENSBTAP00000014656	ENSGALP00000051145	ENSGGOP00000009795	ENSP00000314897	ENSMMUP00000013261	ENSMUSP00000033846	ENSRNOP00000022774	ENSXETP00000009548
ENSPTRP00000013550	ENSBTAP00000037175		ENSGGOP00000001071	ENSP00000457539	ENSMMUP00000000955	ENSMUSP00000042028	ENSRNOP00000074267	
ENSPTRP00000060430								
ENSPTRP00000028711	ENSBTAP00000053219		ENSGGOP00000007090	ENSP00000265104	ENSMMUP00000014437	ENSMUSP00000069751	ENSRNOP00000065896	ENSXETP00000046310
ENSPTRP00000034182	ENSBTAP00000006476	ENSGALP00000026290	ENSGGOP00000021818	ENSP00000285518	ENSMMUP00000024560	ENSMUSP00000117025	ENSRNOP00000037069	ENSXETP00000034836
ENSPTRP00000055208	ENSBTAP00000035741	ENSGALP00000058295	ENSGGOP00000005655	ENSP00000379873		ENSMUSP00000040435	ENSRNOP00000001035	ENSXETP00000038903
ENSPTRP00000054982	ENSBTAP00000009827		ENSGGOP00000011430	ENSP00000483879	ENSMMUP00000028013	ENSMUSP00000093089	ENSRNOP00000032580	ENSXETP00000034619
ENSPTRP00000034184			ENSGGOP00000011433	ENSP00000297439		ENSMUSP00000051754	ENSRNOP00000018428	
ENSPTRP00000054980			ENSGGOP00000004427	ENSP00000328359	ENSMMUP00000024362		ENSRNOP00000054846	
ENSPTRP00000054979			ENSGGOP00000004427	ENSP00000328359	ENSMMUP00000024362		ENSRNOP00000054846	
ENSPTRP00000034186			ENSGGOP00000004427	ENSP00000328359	ENSMMUP00000024362		ENSRNOP00000054846	
ENSPTRP00000053249			ENSGGOP00000004427	ENSP00000328359	ENSMMUP00000024362		ENSRNOP00000054846	
ENSPTRP00000060628								
ENSPTRP00000053246			ENSGGOP00000010619	ENSP00000297435	ENSMMUP00000060052		ENSRNOP00000054846	
ENSPTRP00000054972								
ENSPTRP00000034189			ENSGGOP00000015706	ENSP00000329890	ENSMMUP00000050435		ENSRNOP00000054846	
ENSPTRP00000055622	ENSBTAP00000054372		ENSGGOP00000009703	ENSP00000383020	ENSMMUP00000055872			
ENSPTRP00000034201			ENSGGOP00000025415	ENSP00000424598	ENSMMUP00000032234			
ENSPTRP00000034200	ENSBTAP00000053998		ENSGGOP00000006837	ENSP00000324633	ENSMMUP00000009791	ENSMUSP00000062781	ENSRNOP00000048330	
ENSPTRP00000046551			ENSGGOP00000018211	ENSP00000381480		ENSMUSP00000148411	ENSRNOP00000018741	
ENSPTRP00000055544			ENSGGOP00000018211	ENSP00000381480		ENSMUSP00000148411	ENSRNOP00000018741	
ENSPTRP00000034198			ENSGGOP00000018211	ENSP00000381480		ENSMUSP00000148411	ENSRNOP00000018741	
ENSPTRP00000039008			ENSGGOP00000018211	ENSP00000381480		ENSMUSP00000148411	ENSRNOP00000018741	
ENSPTRP00000034197			ENSGGOP00000018211	ENSP00000381480		ENSMUSP00000148411	ENSRNOP00000018741	
ENSPTRP00000032261	ENSBTAP00000004145	ENSGALP00000033359	ENSGGOP00000018834	ENSP00000371798	ENSMMUP00000035519	ENSMUSP00000031565	ENSRNOP00000075451	ENSXETP00000016345
ENSPTRP00000034195			ENSGGOP00000015966	ENSP00000320813				
ENSPTRP00000060300	ENSBTAP00000019571	ENSGALP00000042253	ENSGGOP00000013070	ENSP00000393198	ENSMMUP00000055484			
ENSPTRP00000034194			ENSGGOP00000003580	ENSP00000334364	ENSMMUP00000009816	ENSMUSP00000064554	ENSRNOP00000054874	
ENSPTRP00000028715	ENSBTAP00000053254	ENSGALP00000045938	ENSGGOP00000013310	ENSP00000339299	ENSMMUP00000034935	ENSMUSP00000087714	ENSRNOP00000016784	ENSXETP00000030517
ENSPTRP00000060878	ENSBTAP00000019573		ENSGGOP00000014606	ENSP00000368699	ENSMMUP00000050343	ENSMUSP00000082548	ENSRNOP00000035405	
ENSPTRP00000050017					ENSMMUP00000022061	ENSMUSP00000030326	ENSRNOP00000049620	
ENSPTRP00000034193			ENSGGOP00000006867	ENSP00000335281		ENSMUSP00000076067	ENSRNOP00000045210	
ENSPTRP00000000011	ENSBTAP00000033949	ENSGALP00000002986	ENSGGOP00000009330	ENSP00000368592	ENSMMUP00000060667	ENSMUSP00000055671	ENSRNOP00000070186	
ENSPTRP00000055816			ENSGGOP00000003577	ENSP00000334681		ENSMUSP00000060997	ENSRNOP00000054879	
ENSPTRP00000054970								
ENSPTRP00000032265	ENSBTAP00000022820	ENSGALP00000007362		ENSP00000374552	ENSMMUP00000000256	ENSMUSP00000143705	ENSRNOP00000001458	ENSXETP00000061555
ENSPTRP00000060112				ENSP00000436580				
ENSPTRP00000053234			ENSGGOP00000018012	ENSP00000485226				
ENSPTRP00000048540	ENSBTAP00000037316	ENSGALP00000003173	ENSGGOP00000023476			ENSMUSP00000068003	ENSRNOP00000003843	ENSXETP00000063151
ENSPTRP00000026504	ENSBTAP00000037316	ENSGALP00000003173	ENSGGOP00000023476			ENSMUSP00000068003	ENSRNOP00000003843	ENSXETP00000063151
ENSPTRP00000000013	ENSBTAP00000020759	ENSGALP00000002913	ENSGGOP00000008338	ENSP00000328207	ENSMMUP00000018662	ENSMUSP00000099462	ENSRNOP00000035610	
ENSPTRP00000034190	ENSBTAP00000024416		ENSGGOP00000000002	ENSP00000421131		ENSMUSP00000106369	ENSRNOP00000075274	
ENSPTRP00000054495	ENSBTAP00000023511	ENSGALP00000002834	ENSGGOP00000005234	ENSP00000368411	ENSMMUP00000040690			ENSXETP00000002264
ENSPTRP00000054494	ENSBTAP00000023511	ENSGALP00000002834	ENSGGOP00000005234	ENSP00000368411	ENSMMUP00000040690			ENSXETP00000002264
ENSPTRP00000058302	ENSBTAP00000054372		ENSGGOP00000009703	ENSP00000352233	ENSMMUP00000055872			
ENSPTRP00000056761			ENSGGOP00000005512	ENSP00000333234				
ENSPTRP00000059204				ENSP00000382951	ENSMMUP00000032228	ENSMUSP00000098061	ENSRNOP00000055983	
ENSPTRP00000061345			ENSGGOP00000025177	ENSP00000335538	ENSMMUP00000023143	ENSMUSP00000098060	ENSRNOP00000055982	
ENSPTRP00000045692	ENSBTAP00000003703	ENSGALP00000000611	ENSGGOP00000016535	ENSP00000384334	ENSMMUP00000050441	ENSMUSP00000070310	ENSRNOP00000069398	ENSXETP00000011904
ENSPTRP00000055433			ENSGGOP00000008109	ENSP00000435010	ENSMMUP00000032227			
ENSPTRP00000053237			ENSGGOP00000008105	ENSP00000371643	ENSMMUP00000023144	ENSMUSP00000106838	ENSRNOP00000055981	
ENSPTRP00000053236			ENSGGOP00000018092	ENSP00000371644	ENSMMUP00000032226	ENSMUSP00000070629	ENSRNOP00000055979	
ENSPTRP00000046896	ENSBTAP00000013003	ENSGALP00000055851	ENSGGOP00000005245	ENSP00000346733	ENSMMUP00000018217	ENSMUSP00000101209	ENSRNOP00000073498	ENSXETP00000002225
ENSPTRP00000034249	ENSBTAP00000012816	ENSGALP00000022268	ENSGGOP00000010153	ENSP00000381298	ENSMMUP00000012427	ENSMUSP00000066403	ENSRNOP00000072463	ENSXETP00000012392
ENSPTRP00000000038	ENSBTAP00000010025	ENSGALP00000040786	ENSGGOP00000005264	ENSP00000343890	ENSMMUP00000018235	ENSMUSP00000030950	ENSRNOP00000034006	ENSXETP00000024361
ENSPTRP00000044858		ENSGALP00000057188	ENSGGOP00000023446	ENSP00000344411		ENSMUSP00000030949	ENSRNOP00000026671	
ENSPTRP00000055553	ENSBTAP00000014152	ENSGALP00000002423	ENSGGOP00000005285	ENSP00000368169	ENSMMUP00000042548	ENSMUSP00000030948	ENSRNOP00000026439	ENSXETP00000024310
ENSPTRP00000034250								
ENSPTRP00000059841	ENSBTAP00000011782	ENSGALP00000048003	ENSGGOP00000014797	ENSP00000432695	ENSMMUP00000041549	ENSMUSP00000119912	ENSRNOP00000015062	ENSXETP00000012412
ENSPTRP00000034252	ENSBTAP00000020664	ENSGALP00000050159	ENSGGOP00000014710	ENSP00000276297	ENSMMUP00000046750	ENSMUSP00000132812	ENSRNOP00000075006	ENSXETP00000012422
ENSPTRP00000033242	ENSBTAP00000054975	ENSGALP00000005475	ENSGGOP00000008864	ENSP00000242104	ENSMMUP00000022602	ENSMUSP00000031622	ENSRNOP00000040755	ENSXETP00000060501
ENSPTRP00000034255		ENSGALP00000022210	ENSGGOP00000000135	ENSP00000371512	ENSMMUP00000008828	ENSMUSP00000113912	ENSRNOP00000071863	ENSXETP00000012441
ENSPTRP00000000043	ENSBTAP00000006409	ENSGALP00000002362	ENSGGOP00000008053	ENSP00000342676		ENSMUSP00000081114		
ENSPTRP00000059071	ENSBTAP00000012110	ENSGALP00000022195	ENSGGOP00000020427	ENSP00000424544	ENSMMUP00000032220	ENSMUSP00000148134	ENSRNOP00000017452	ENSXETP00000000404
ENSPTRP00000060763	ENSBTAP00000004259	ENSGALP00000005469	ENSGGOP00000002425	ENSP00000325681	ENSMMUP00000028353	ENSMUSP00000031621	ENSRNOP00000001365	ENSXETP00000058579
ENSPTRP00000041901	ENSBTAP00000006407	ENSGALP00000045419	ENSGGOP00000008051	ENSP00000383611	ENSMMUP00000009061	ENSMUSP00000030944	ENSRNOP00000025531	ENSXETP00000024290
